,train,val,test
109,TCGA-AO-A1KR-01A-01-TSA.78fa04a1-d5f6-4468-9da5-72e7abb8de86,TCGA-AN-A041-01A-01-BS1.a494a837-0c67-4ea4-bf41-55c40fe4fe7a,05BR001-55d3d4bb-0bf5-4b4e-8ef8-d77a5d
110,TCGA-AQ-A04J-01A-01-BS1.83b89953-2edf-4a7c-bb98-c308fadffc3d,TCGA-AN-A041-01A-01-MS1.c9e28ba7-a26c-45bb-8835-3394f969fecb,05BR001-8169ff83-1e64-4ad7-9e09-f4d0a4
111,TCGA-AQ-A04J-01A-02-MS2.e47ffa6a-8d29-4a72-885f-be1d984b00c7,TCGA-AN-A0AJ-01A-01-BSA.e768585b-8fac-4998-88a6-29983ae06c92,05BR001-e8d558c5-1384-4f8e-92c6-7f9703
112,TCGA-AQ-A54N-01A-01-TS1.99108B68-B143-43A7-8411-2504D24EA0FA,TCGA-AN-A0AJ-01A-01-TSA.c21f9dd1-b47c-406f-9ad6-6969bd6f3246,05BR003-3b10c68f-43af-4570-9eb7-651fe8
113,TCGA-AR-A0TS-01A-01-BSA.9076c507-2ebb-463c-a0c0-12ad08f5d5c5,TCGA-AN-A0AS-01A-01-BSA.1c59c3dd-eebc-421c-ad6f-953c0b924b13,05BR003-c068f33d-49db-4e73-b31d-0efc93
114,TCGA-AR-A0TS-01A-01-TSA.d8a2a333-b508-4a11-9dc2-4f739d1ceef2,TCGA-AN-A0AS-01A-01-TSA.b7c27ab8-435a-4e9d-bf0a-899d7616b660,05BR003-ffc76bfb-61f6-4492-a782-c23321
115,TCGA-AR-A0TU-01A-03-BSC.e88e9244-fda5-4b63-948d-2a06267f952f,TCGA-AO-A03O-01A-01-BS1.8b349194-04c1-4a85-947c-9397d5267823,05BR004-87256be4-f6a5-43ba-8030-c5666f
116,TCGA-AR-A0TU-01A-03-TSC.49829f83-b36c-4494-85fe-de8fbdbda582,TCGA-AO-A03O-01A-01-TS1.dbeaa688-64e0-48ce-bd9a-cfba3407bca6,05BR004-71e07184-b085-4d3d-aabf-6e1420
117,TCGA-AR-A0U0-01A-01-MSA.40d4babd-922c-4bab-886b-8015a19bfcc1,TCGA-AO-A03T-01A-01-BS1.bdce5330-3280-4d5c-bb28-e2010d01e33e,05BR004-4802f557-421b-450e-a033-8b6747
118,TCGA-AR-A0U0-01A-01-TSA.0fcac8a8-5b8f-4cb0-ac12-2fa05dbb6a74,TCGA-AO-A03T-01A-02-MS2.910c2a57-801f-422c-ae31-17dace94b475,05BR005-6838157f-361d-4e95-b933-35bd46
119,TCGA-AR-A0U4-01A-01-BSA.abebefec-9cf4-47c8-8c70-a7b17dc97171,TCGA-AO-A0J9-01A-01-BSA.a5487965-8c66-4e0d-9dfe-53bb39d7f9fa,05BR005-c6e0280a-f739-474e-9bcd-821221
120,TCGA-AR-A0U4-01A-01-TSA.e671596e-6974-40ec-8013-07cd699843d6,TCGA-AO-A0J9-01A-01-TSA.526836e1-20e5-42a2-89b4-014a69e4838d,05BR009-5a868e78-9af2-4d4c-93dd-5d06d1
121,TCGA-AR-A1AQ-01A-01-TSA.113b2018-7bb9-44bd-aa80-63eaf688b555,TCGA-AO-A0JJ-01A-01-BSA.132f03bb-3b31-485c-b814-0f4bf204440e,05BR009-48d1b543-dbf6-4594-b34a-d0e30a
122,TCGA-AR-A1AR-01A-03-TSC.3013e9be-aa3e-4986-990c-559982f00e36,TCGA-AO-A0JJ-01A-01-TSA.fe4ee1f2-09e8-46a7-9c62-b20fc8042934,05BR009-c653d9c8-16fe-4dae-b6a5-c3cb8e
123,TCGA-AR-A1AY-01A-02-TSB.e0874118-a71e-441f-932a-462fa18e32ff,TCGA-AO-A126-01A-01-BSA.d9c05421-91fc-4fdd-988d-2b404fa24095,05BR016-1861980b-16cc-40f8-be01-1aacc7
124,TCGA-AR-A256-01A-01-TSA.0a0e9510-e048-4b45-9dd8-2caabeaf918e,TCGA-AO-A126-01A-01-TSA.399484a5-e833-4acd-a73b-1fd5a684e7c1,05BR016-3f957017-d081-45f4-b458-ec3f8d
125,TCGA-AR-A2LH-01A-03-TSC.F95ACB2C-4C81-4104-A40D-D4DD52A1CC2F,TCGA-AO-A12C-01A-01-BSA.ad757f25-3a8c-44ef-8617-cb110aa57cb9,05BR026-129482fa-fd38-4502-902a-96a2bd
126,TCGA-AR-A2LR-01A-01-TSA.E8716040-4787-4C4B-903F-B26AB7FBDD6E,TCGA-AO-A12C-01A-01-TSA.1a16f83d-8699-4f04-97ff-54ef8f460938,05BR026-300eb95c-71ac-433f-bd06-e0c486
127,TCGA-AR-A5QQ-01A-01-TSA.5063D04F-D334-4A1F-A2C5-D9B4D3B2D12D,TCGA-AO-A1KT-01A-01-TSA.896a18ea-090c-4adc-aa95-7614c17ff75d,05BR026-c19af02c-8e00-4169-9d43-c60995
128,TCGA-B6-A0I1-01A-01-BSA.6E0B6FB6-B708-4218-A709-D39E455D6700,TCGA-AQ-A0Y5-01A-01-BSA.0402a8fd-a121-4a86-927e-073a2e4a7e7e,05BR029-1dbc76a2-76bf-44fb-8663-923093
129,TCGA-B6-A0I1-01A-01-TSA.95CA1DC3-0B4A-48E0-806F-841FEF39F941,TCGA-AQ-A0Y5-01A-01-MSA.e8612b52-6969-4d03-aa70-0f11fb2de46f,05BR029-6f654835-8546-4ec0-abfb-437f8a
130,TCGA-B6-A0I6-01A-01-BSA.396e5da4-a3b2-4e76-8866-1d78438eaf1c,TCGA-AR-A0TX-01A-01-BSA.2d59aca1-69fd-4105-830a-a687eddd27c9,05BR029-7ac27de9-0932-4ff5-aab8-29c527
131,TCGA-B6-A0I6-01A-01-TSA.a0ed7f9a-2661-481e-9e7a-b1864f6db4bd,TCGA-AR-A0TX-01A-01-TSA.4f6a2ef2-8c09-4c9a-aea9-5601722f4e4c,05BR029-7f876327-3976-4cc5-a07b-3a469d
132,TCGA-B6-A0IE-01A-01-BSA.d904d8fa-4297-40c3-9bf9-a3cc9dc9204e,TCGA-AR-A0U3-01A-01-MS1.64c1dbeb-4a3b-4062-bdf4-2ada1e7c64c4,05BR029-afd16022-38d1-4e61-8519-80e355_1
133,TCGA-B6-A0IE-01A-01-TSA.8a087aa5-e53d-41e2-8709-63c3d03ea7db,TCGA-AR-A0U3-01A-01-TS1.d323907a-72d3-4615-a960-76a6d85571e2,05BR029-afd16022-38d1-4e61-8519-80e355_2
134,TCGA-B6-A0IK-01A-01-BSA.37e0325b-a655-4b4c-b498-4717183addce,TCGA-AR-A1AO-01A-01-TSA.b77b7b53-7cf8-4ea5-b705-c041ca6e16a7,05BR029-afd16022-38d1-4e61-8519-80e355_3
135,TCGA-B6-A0IK-01A-01-TSA.6408a936-e47e-4497-8e83-8b952cbe1fd6,TCGA-AR-A24M-01A-01-TSA.8d488967-68ed-4b82-b164-40ed483aa8ac,05BR029-c5c7be2d-0a92-46c9-adf5-1c2fff
136,TCGA-B6-A0IQ-01A-01-BSA.cef99d47-96e6-4c8c-bb01-9b94425206af,TCGA-AR-A24O-01A-01-TSA.6b58d894-4123-4ed5-a5ce-0139287cfda1,05BR029-d0ce3c06-9c4c-41bd-b583-9254b0
137,TCGA-B6-A0IQ-01A-01-TSA.21542b78-a0c0-4651-8198-804f3657d072,TCGA-AR-A2LE-01A-01-TSA.29D5EDD5-A17C-4918-A565-64335796984C,05BR038-b27211b5-7ee1-4e3a-af73-e227b1
138,TCGA-B6-A0RE-01A-01-BS1.b3d8a60d-a66a-4cf3-8616-edc125bf48f1,TCGA-AR-A2LM-01A-01-TSA.F74C259B-C369-43F7-8D4C-9C0F71DCB07E,05BR038-4a5ceb1e-4c30-4386-86ff-8f49a8
139,TCGA-B6-A0RE-01A-01-TS1.8df18495-1c1f-4114-a5ee-8dece9b410aa,TCGA-AR-A2LN-01A-02-TSB.4430D89C-595E-49C3-A552-96C1E19F30E1,05BR042-812f981e-342b-428f-833b-088213
140,TCGA-B6-A0RG-01A-01-BS1.152d245b-c2d3-4d0e-803d-f0eb76273116,TCGA-AR-A5QP-01A-01-TSA.B74EA482-2FD1-43A7-9CF0-CE1462E73E84,05BR042-9992e6a0-ccce-4cb6-8efa-d53c8e
141,TCGA-B6-A0RG-01A-01-TS1.3eca348e-8c63-46ba-bcb6-e9ba1a07c6c6,TCGA-B6-A0IC-01A-01-BSA.d363b558-e649-4540-9975-f1d787172b04,05BR042-03b1dd0a-cf2b-4d30-a959-824dd7
142,TCGA-B6-A0RS-01A-01-BS1.a630cccd-b4c6-4b3d-ae7b-6256dee4bba7,TCGA-B6-A0IC-01A-01-TSA.2fd2c097-b937-4649-abf3-f01a077e5c06,05BR042-9dae1c88-5ae9-45b3-9464-c9c6a9
143,TCGA-B6-A0RS-01A-01-TS1.f7a616c8-c091-46b7-8dbe-90b1343fe3b1,TCGA-B6-A0IG-01A-01-BSA.f4b6e4d4-e56d-479f-8bd9-8be8eca6d7c7,05BR042-eacd6ed1-4902-4460-831a-08ca2b
144,TCGA-B6-A0RT-01A-02-MSB.024acade-8422-4ed5-9bcc-129fd9423bb3,TCGA-B6-A0IG-01A-01-TSA.be7443fb-bfd6-4ba9-9372-d8f7446071fb,05BR043-053822ad-fb86-41a4-b481-186232
145,TCGA-B6-A0RT-01A-02-TSB.f71d0d64-f522-441c-8bb1-e67fa92653bf,TCGA-B6-A0RO-01A-02-BSB.6162fd09-22c4-49bf-9d12-cfc2f4d56518,05BR043-3e60e5e5-7d0a-464f-9b27-1179bd
146,TCGA-B6-A0RU-01A-01-BSA.7ddc93c5-d027-488b-97e4-eccd89c5deae,TCGA-B6-A0RO-01A-02-TSB.af00bb62-e1ef-4042-a8fe-80173e42c9f8,05BR043-51237920-ce43-4667-888e-ab5f70
147,TCGA-B6-A0RU-01A-01-TSA.5ebcec19-7518-4852-9852-2df2f345a95e,TCGA-B6-A0WY-01A-01-MS1.5d7b86cb-96a6-491e-8eee-6fde876a6d20,05BR043-6eaf19bf-dd93-4b0b-93c5-e2bca3
148,TCGA-B6-A0WX-01A-01-BS1.d9e8bbaf-cd34-47a8-a4a8-e20bce98a5ab,TCGA-B6-A0WY-01A-01-TS1.7712e164-3f21-4433-a64c-0e3e473f428e,05BR043-8427fcfa-5148-4443-9dd3-15fbf2
149,TCGA-B6-A0WX-01A-01-TS1.b605670f-5d8a-46d8-80f7-77d4c9615034,TCGA-BH-A0DD-01A-03-BSC.c1eded57-13d8-48ff-9389-5467a8455fe6,05BR044-ee1ff4e2-97d8-4db3-8c48-ca72da
150,TCGA-B6-A1KF-01A-01-TS1.dd8b55e7-823a-4805-b2df-8b20a3e94a55,TCGA-BH-A0DD-01A-03-TSC.0088505b-5e18-49c4-bc2b-7946b2780383,05BR044-75cc14b4-295b-4385-b8b6-b05fa5
151,TCGA-B6-A1KN-01A-01-TS1.7afb6289-4697-4540-a377-64740d6bd20d,TCGA-BH-A0DP-01A-02-BSB.ad74deb9-5256-4688-9a5c-c4db6be91e67,05BR044-d14f8327-a44a-4162-8f82-c70b0f
152,TCGA-B6-A400-01A-01-TS1.825AC7BC-8A50-49C2-8346-8F39A55D117B,TCGA-BH-A0DP-01A-02-TSB.f0b6081f-92f9-4272-a7a7-4fb43bce2bea,05BR045-43ee71f4-d891-49ae-b88d-c535cb
153,TCGA-B6-A402-01A-01-TS1.45F6B344-FEE5-4F83-AB34-4F1BA99E445D,TCGA-BH-A0DQ-01A-01-MSA.3e981cdd-f9e6-454a-9746-16e29a072b17,05BR045-0c729022-9c7d-4094-b2f7-6be7fa
154,TCGA-B6-A409-01A-01-TS1.02A10D0A-2B31-4165-94E3-4E6CA784A092,TCGA-BH-A0DQ-01A-01-TSA.24f28fdb-5247-4110-9356-579b900acecc,05BR045-6f596915-7781-4d67-b012-bedcd5
155,TCGA-BH-A0B3-01A-01-BSA.6e9592e8-196a-40a2-bc46-55dee088bc76,TCGA-BH-A0DZ-01A-01-BSA.96d9efe6-e56c-4a00-b312-9af5d2913fd9,05BR045-c9f7d90d-93b6-47bc-8dc5-274004
156,TCGA-BH-A0B3-01A-01-TSA.b7b39efc-b0b0-402a-bea3-95edd29c5adf,TCGA-BH-A0DZ-01A-01-TSA.482fc6f8-5c8b-494e-a821-628daa343534,05BR045-fd2d8d66-5c72-4660-b95a-718ae1
157,TCGA-BH-A0B9-01A-01-BSA.f1673d45-8491-4821-87e3-62e7cbcb2994,TCGA-BH-A0EA-01A-01-MSA.a0826f0d-986a-491b-8c6f-b34f8929f3ee,06BR003-31b13596-554e-452f-91a4-7e67a8
158,TCGA-BH-A0BG-01A-01-BSA.31ae700e-3c02-4329-b43a-ee2ccc20b688,TCGA-BH-A0EA-01A-01-TSA.90154ea1-6b76-4445-870e-d531d6fa1239,06BR003-4f6b74fb-8b2e-40e2-87a5-02817e
159,TCGA-BH-A0BG-01A-01-TSA.e8a4f7a5-137e-4647-9f9e-528f308112e3,TCGA-BH-A0GZ-01A-01-BSA.2d2c174c-aa50-4f85-ba38-b46d3303f8ee,06BR003-eaead850-f98d-4156-9c06-2fc217
160,TCGA-BH-A0BL-01A-01-BSA.f8277eba-2d30-4c5f-ae15-94daba29503a,TCGA-BH-A0GZ-01A-01-TSA.0f63b7d7-9142-4f14-a9fb-8c061a0fa4b8,06BR005-a2d93c28-156a-43dc-a587-5edcbf
161,TCGA-BH-A0BL-01A-01-TSA.10753cc1-6b69-4ba1-b4b7-561d7ed8a6a9,TCGA-BH-A0H6-01A-02-BSB.6f0a00c2-87c0-4565-a160-d51955b76cb3,06BR005-25db2586-55b0-4456-9bba-c24e06
162,TCGA-BH-A0BW-01A-01-BSA.e6e7f7cd-a931-4d02-acf6-87b0bbf21fba,TCGA-BH-A0H6-01A-02-TSB.c3d00ef3-faa9-416f-b8dd-85e30227482d,06BR005-985f9f08-31c0-4427-a669-d3cd08
163,TCGA-BH-A0BW-01A-01-TSA.a2c48bd4-4c32-4694-97c8-c43679601ab0,TCGA-BH-A0HW-01A-01-BSA.ce352376-0dc4-4470-85b2-3cfb122531e8,06BR005-f8057e73-15c4-4e87-89c6-b2bf98
164,TCGA-BH-A0E0-01A-01-BSA.b224536e-7d49-421d-a3bb-815fc01556a9,TCGA-BH-A0HW-01A-01-TSA.ea044a0b-dc69-4fc0-951a-ab4a8c9feff0,06BR006-3799eeb5-c966-4059-a78f-ace269
165,TCGA-BH-A0E0-01A-01-TSA.6d266771-231b-4305-afd9-ec77a67f2e73,TCGA-BH-A18J-01A-01-TSA.43e0b6e6-640c-4ad1-9ca1-06030ab0b018,06BR006-dac22a3e-dafb-4fe0-bdb5-a64555
166,TCGA-BH-A0E6-01A-01-BSA.8156d307-3bf6-4d24-ad6c-9d0a8cc2a504,TCGA-BH-A18K-01A-01-TSA.a5f7c256-0630-4e98-964e-09352b34a53d,06BR006-e184441b-c087-4c93-94b3-1357ce
167,TCGA-BH-A0E6-01A-01-TSA.54e2d7c5-0b53-4221-a8fe-af32465030ec,TCGA-BH-A18P-01A-01-TSA.26d6bd8a-dc3d-4d9f-8e79-3165cb7e73c3,06BR014-394bb538-0618-46ed-b807-983fb7
168,TCGA-BH-A0EE-01A-01-BSA.3b661349-b956-42ea-8872-db00f9a397f2,TCGA-BH-A1F8-01A-01-TSA.e4ec1432-989c-4386-9d45-97a835bf0e64,06BR014-b2d62dca-3741-4d59-92b8-bdcfed
169,TCGA-BH-A0EE-01A-01-TSA.73130d8d-377f-4924-b023-0908ec862747,TCGA-BH-A28Q-01A-01-TSA.c1c6f077-05eb-435f-a8ed-ebb79bcba2cf,09BR001-4794b0ee-a3b1-44d2-affd-e545d7
170,TCGA-BH-A0RX-01A-02-MSB.dd4d6596-9320-4e5d-982b-10909a2e4dd2,TCGA-C8-A26Z-01A-01-TSA.68f0f7f3-6f70-4188-84f7-b264dbbb4616,09BR001-20506075-36a7-4754-8e5e-628918
171,TCGA-BH-A0RX-01A-02-TSB.9d6461a0-f41d-4071-aec3-a7df740609b4,TCGA-C8-A273-01A-01-TSA.0eb8a7f8-c3c4-4843-a395-9fffd8b1cc4a,09BR001-e98de274-31fa-4a29-8c19-07e840
172,TCGA-BH-A18G-01A-01-TSA.a7ff1888-9f8a-4a64-b461-dde8acac284d,TCGA-C8-A274-01A-01-TSA.1091ef66-2f28-4b94-adec-53db69f894b3,09BR004-b111fe47-a1f1-4e86-93f0-f91dae
173,TCGA-BH-A18Q-01A-01-TSA.53679e88-228a-40c4-b82b-742c601e3096,TCGA-D8-A141-01A-01-BS1.c8a355a1-af5d-4dd8-a592-bdf4e5627aeb,09BR004-8a5b1a0a-b30e-47e8-a498-d0d85b
174,TCGA-BH-A18T-01A-01-TSA.089d9985-6794-4237-a7c7-75c1fb3c1755,TCGA-D8-A141-01A-01-TS1.c28f136e-972a-4911-9330-26d122161009,09BR004-cfc121b5-9562-4a6d-b792-3cd6d5
175,TCGA-BH-A18V-01A-01-TSA.c53853f8-5b57-4695-9d13-58cfd0d5819b,TCGA-D8-A1J9-01A-01-TSA.a7772c0a-357e-4d4c-b74c-1c14d13ab744,09BR005-db4c7d25-8920-4968-983a-d5b11e
176,TCGA-BH-A1EN-01A-01-TS1.9dfc5f3d-6c6c-49ef-bba9-83187471cf26,TCGA-D8-A1JJ-01A-03-TS3.c2c43436-663a-4b07-953c-24b3da2d27f0,09BR005-150c2086-1815-40d2-bc5d-8eeb48
177,TCGA-BH-A1EW-01A-01-TSA.9b039a90-0f89-4356-a277-2fa293021951,TCGA-D8-A1JM-01A-01-TSA.911b3a0e-2531-43c9-949d-00be87b44329,09BR005-8dc13656-a9c0-4b99-b02d-650893
178,TCGA-BH-A1FC-01A-01-TSA.7170e05f-33be-43ee-bb19-dfd819cc04fe,TCGA-D8-A1JU-01A-01-TS1.0bc60489-a3e6-42b4-8488-4958451696f8,09BR007-6cb5d29a-9437-430d-b91c-57ee3d
179,TCGA-BH-A1FJ-01A-01-TSA.676983af-aca4-415d-bf7b-f3de057ccd89,TCGA-D8-A1X7-01A-01-TS1.79381377-01d0-4296-abec-b522c078559c,09BR007-ab2112ce-3ad3-4549-9089-8eeec2
180,TCGA-BH-A1FU-01A-01-TSA.52e0695f-4567-4af4-86d1-3d6368ca94c4,TCGA-D8-A1XZ-01A-01-TS1.6a844522-1eda-4597-a3dc-bbde9c0835ef,09BR007-ee80e8bb-0d9e-4682-9b5b-4d31a2
181,TCGA-BH-A42U-01A-01-TSA.E8076E2D-A5D6-4AD1-8ABC-2EE650A0563A,TCGA-D8-A27G-01A-01-TS1.59dc5ba9-df66-4674-82ba-c791b36adfe9,11BR003-2dc74c29-2e89-4600-80bf-1e3637
182,TCGA-C8-A12L-01A-01-BSA.f97cb175-3951-4f67-ac52-18ad07e74726,TCGA-D8-A27T-01A-01-TS1.5f603af5-e50c-456a-b79a-a42fd63cd65a,11BR003-944793e9-96c2-4820-abb8-8f72f6
183,TCGA-C8-A12L-01A-01-TSA.0e63ef85-144d-4827-9e61-fd54a5320ddf,TCGA-D8-A27V-01A-01-TS1.4F3FB63F-C45A-4C28-95F3-C2C8682993DA,11BR004-f33d08f0-f15c-4f34-90ba-7cbe75
184,TCGA-C8-A12P-01A-01-BSA.0c86a6ed-1d8f-47a9-ab33-7d232c3e359b,TCGA-D8-A3Z6-01A-01-TS1.9CC3D75E-69D3-4DC0-B541-753EE41AEB22,11BR006-3208e021-1dae-42fd-bd36-0f3c3d
185,TCGA-C8-A12P-01A-01-TSA.a635ee87-3392-4ce7-93a3-87fc5680e4e9,TCGA-D8-A73U-01A-01-TS1.112044FF-39FE-4588-9517-31F7821746D0,11BR006-a3e2ab4d-ef4a-497e-b0d2-e8d1cf
186,TCGA-C8-A12Q-01A-01-BSA.0ca5b171-d61d-4e6d-b365-4cd6bd288aec,TCGA-E2-A107-01A-01-BS1.93a8f306-c647-4578-bbfb-a3dbdaa3df8d,11BR006-d13b451c-a4c0-4987-b1e9-31538f
187,TCGA-C8-A12Q-01A-01-TSA.b3023358-4c0f-4d25-a1e6-cd23f160f901,TCGA-E2-A107-01A-01-TS1.1cf3251a-34c4-410f-902f-17c042aab01a,11BR009-b5e2b61c-e6bb-4f4e-aa7f-e5ce4c
188,TCGA-C8-A12V-01A-01-BSA.786f1496-199f-41ae-a487-540f3f599600,TCGA-E2-A10E-01A-01-BS1.17e4f40d-9b13-4a81-99f1-1dddbc4c313f,11BR009-3324361b-df55-4e53-a2ef-4f8df2
189,TCGA-C8-A12V-01A-01-TSA.e3f84baa-0829-4683-a26c-b50c7f732f4a,TCGA-E2-A10E-01A-02-BS2.57c5e128-a2b8-4d9c-81d9-03daabb2e7bf,11BR010-436db08d-c316-44b5-b0de-62617d
190,TCGA-C8-A12Z-01A-01-BSA.e7ddd80e-4b44-49f3-ac1c-4cf2b061c0a6,TCGA-E2-A14W-01A-01-TSA.292e68b2-d49a-46e0-aca5-a587709df55a,11BR010-b636e07f-36aa-4030-a5a9-41976d
191,TCGA-C8-A12Z-01A-01-TSA.d85a700f-8886-4b59-8ceb-d1d8e15fdd19,TCGA-E2-A14Y-01A-02-TSB.57b8ab8a-d0b6-419a-8363-edbb7aab4bff,11BR011-bc9fe67f-c4a2-43ba-87bd-438bda
192,TCGA-C8-A131-01A-01-BSA.df5faaa8-e4ac-4a4b-8ef2-ff2063c9ae2f,TCGA-E2-A14Z-01A-01-TS1.d497c151-5df1-45c7-b712-75533a6ef412,11BR011-e8e402da-3ff0-40b4-aa4b-c33c7f
193,TCGA-C8-A131-01A-01-TSA.accbe649-9fc6-4f5b-b001-a27366ac9024,TCGA-E2-A152-01A-01-TS1.33593446-31ba-4b2c-8f4f-80fbc535c592,11BR012-98225215-ff21-4893-8b6d-d9b7e7
194,TCGA-C8-A135-01A-01-BSA.4871792f-d00b-4541-815b-7aaa44c43f94,TCGA-E2-A1IF-01A-01-TSA.8138f5af-7c4f-4c44-9ffc-1616dcf21b64,11BR012-a64c0739-cb8c-4b5c-ac5a-6ddd81
195,TCGA-C8-A135-01A-01-TSA.c03f75de-8d25-4f74-8ca4-498db35d5df9,TCGA-E2-A1IJ-01A-01-TSA.6ffa624e-548f-4a25-af52-febc0cb8a31f,11BR013-f6b4600e-5fa0-468c-ace3-b570f2
196,TCGA-C8-A137-01A-01-BSA.8e478f12-19f6-42d7-965e-ed9e973f6916,TCGA-E2-A1IL-01A-01-TSA.c02803fb-e85a-468b-9f69-bde8122f7056,11BR013-faadb553-9437-42cb-b469-498d67
197,TCGA-C8-A137-01A-01-TSA.57af3fa1-031f-4417-8f9f-8a4fbc484d91,TCGA-E2-A1IN-01A-01-TSA.d8b99a48-e9a4-4bc0-8ecd-0eecf195803e,11BR014-e42ecbe9-4b55-472c-88fc-95caf2
198,TCGA-C8-A1HF-01A-01-TSA.d56d3e29-1711-49c8-8628-9210d1ddb71c,TCGA-E2-A56Z-01A-01-TSA.279A5A74-8C88-4520-8117-70FDBB0951E5,11BR014-ddc680ad-63cf-4807-b535-9ccc88
199,TCGA-C8-A1HJ-01A-01-TSA.64084e7d-ec1b-43d9-8770-7635f716512f,TCGA-E2-A576-01A-01-TSA.B5BE3814-145D-4236-8152-BA39A1B7D0D7,11BR015-22603671-d3ac-493b-ae2a-11c781
200,TCGA-C8-A1HK-01A-02-TSB.f5919eb9-e65f-4fbb-940a-f2c6af01c56f,TCGA-E9-A1N5-01A-01-TSA.7b19a9b7-d896-4277-b8cc-bde9b8aefc9d,11BR015-cab796c6-0129-43cf-bd27-7da395
201,TCGA-C8-A26X-01A-03-TSC.d9c6926f-687a-47a1-9427-a00b7040d661,TCGA-E9-A227-01A-01-TSA.2785cdb8-95a8-4bf8-b479-13b5436983ed,11BR016-a7d58d61-5049-488f-9d0a-0a4411
202,TCGA-C8-A26Y-01A-01-TSA.a0e88f2c-0f97-4661-b349-0b5317a34be5,TCGA-E9-A22A-01A-01-TSA.cb4979a2-8b33-4983-9f84-53307fb392ad,11BR016-f289a06c-b64b-4bf9-8469-645f32
203,TCGA-C8-A278-01A-01-TSA.f617a0ab-8b9f-4c15-9bf1-76f9dc0df366,TCGA-E9-A3X8-01A-03-TSC.D9965DD3-EB24-4914-9756-AF1230349DC6,11BR017-241c8dec-b317-4794-8cc2-07c14c
204,TCGA-C8-A8HP-01A-01-TSA.C1048607-5CC7-4798-AA55-55C78B31C10D,TCGA-EW-A1J1-01A-01-TSA.153bc6b7-16b6-4c43-b9ac-46a7ed05d0db,11BR017-628e6c0e-f7cc-4acc-9d1d-f78b6b
205,TCGA-D8-A13Z-01A-01-BS1.164d43d3-bb10-423b-8eca-99abc75e8397,TCGA-EW-A1OY-01A-01-TSA.fbfe2eb7-225f-451f-8554-a2001180f142,11BR017-82999099-7e55-4fd5-ab7a-e0db03
206,TCGA-D8-A13Z-01A-01-TS1.8bb8b644-ea28-468d-b88a-e6fc1df726fc,TCGA-EW-A2FS-01A-01-TSA.028A6732-BBAA-403F-8897-9C74202A01DD,11BR018-2f9bd26b-9260-4ca6-8bae-42a2a3
207,TCGA-D8-A142-01A-01-BS1.82a62b94-698c-4047-a13d-083bf49170ed,TCGA-EW-A424-01A-01-TSA.0D664105-6E7A-4799-8E76-27D720666494,11BR018-401dde59-e3ac-4fe3-b747-4c718b
208,TCGA-D8-A142-01A-01-TS1.c9a5ce5f-59a8-4e02-8168-269ec044dbd9,TCGA-GM-A2DL-01A-01-TSA.B952C740-284C-458B-A72A-34DDC22B623E,11BR018-855256a7-e41e-4158-b02f-ba61a9
209,TCGA-D8-A143-01A-01-BSA.0b346101-acfa-429f-a30d-3ed544719c7a,TCGA-LL-A5YM-01A-01-TS1.F40B66C9-4C42-4139-98EC-C5799B2D86F5,11BR018-e7ee7105-8630-4f1a-9967-e47c88
210,TCGA-D8-A143-01A-01-TSA.0bf921d5-0022-4a59-a409-bae0771291b9,TCGA-LL-A5YP-01A-02-TS2.C03716AC-F6CE-4982-9C7B-75688D7C463D,11BR019-8dd1d8be-dc7e-44f5-9f44-77ecf0
211,TCGA-D8-A147-01A-01-BSA.43927f61-3f8f-4e8d-bd52-2ec699dbdc37,TCGA-LL-A73Z-01A-01-TSA.5F018F2D-A50F-4670-B99A-9C691EF49FA1,11BR019-9bfbb0d0-3858-4672-b057-cf7b1f
212,TCGA-D8-A147-01A-01-TSA.8c6e7351-307e-4196-9f62-b733c7206e14,TCGA-OL-A5S0-01A-01-TSA.3BA4D96B-18A7-4262-8D13-88C8D98B14A6,11BR020-e28fb3aa-5665-4e8e-b8f3-a00e07
213,TCGA-D8-A1JA-01A-01-TSA.6c3ded8c-755f-4f80-82b8-3a5eb476cdda,TCGA-OL-A66N-01A-01-TS1.8F8FAEAF-59E9-499D-90AC-B8EA03D3252F,11BR020-428de0d4-7f84-4075-bae1-352af6
214,TCGA-D8-A1JK-01A-01-TS1.38e6e213-bd48-4c7e-a2e6-7a35d24698fd,TCGA-PE-A5DD-01A-01-TSA.B71D5B6B-7526-4C1F-B656-2F5A8B8F3086,11BR020-6b3094ee-73cb-48a2-8444-1fc52d
215,TCGA-D8-A1JL-01A-01-TS1.9f253479-0b59-42c5-a7d9-00724cd03439,,11BR020-94176301-9658-4151-9110-5139de
216,TCGA-D8-A1XK-01A-02-TS2.a5dac3f6-e3e1-481b-9157-f66a8cba327d,,11BR022-da3d7876-ca79-4f21-a00e-27e6b6
217,TCGA-D8-A1XQ-01A-01-TS1.a7c4604a-05c3-4555-b660-d83912152d7d,,11BR022-faeb2336-2b6a-49de-a03e-9f8ece
218,TCGA-D8-A1XT-01A-01-TS1.2499c545-c182-419e-b537-889e2b580f4f,,11BR023-079b5600-6afc-4785-bb22-48cfab
219,TCGA-D8-A1XW-01A-01-TS1.87a1c453-d388-4144-9123-a8d87de55710,,11BR023-0a80d3c4-0758-447a-958c-ea868c
